001,003,1300,1301,1308,1309,130a,130d,130f,130k,130l,130n,130p,130s,130t,130v,130x,130y,source,term_type
10026588,ItRAAR,http://id.loc.gov/authorities/names/n86069763,,,"(Honorium Augustodunensis, c. 1080-1137)",Elucidarium,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10027991,ItRAAR,http://id.loc.gov/authorities/names/nr99032699,,,,"Biblioteca perla",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10028318,ItRAAR,http://id.loc.gov/authorities/names/n86716472,,,,"Universale (Editori Riuniti).",,,,,,Introduzioni,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10028336,ItRAAR,http://id.loc.gov/authorities/names/n86735418,,,,"Bibliothèque de l'information grammaticale",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10028363,ItRAAR,,,,"(Tertullianus, Quintus Septimius Florens, c. 160-c. 225)","De resurrectione mortuorum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10028454,ItRAAR,http://id.loc.gov/authorities/names/n42011193,,,,"Europäische Hochschulschriften.",,,,,"Reihe XVIII,","Vergleichende Literaturwissenschaften",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10028700,ItRAAR,,,,,"Biblioteca medievale (Pratiche)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10028900,ItRAAR,,,,,"Archi (Bollati Boringhieri)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029039,ItRAAR,http://id.loc.gov/authorities/names/n42013221,,,,"IFLA Publications",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029183,ItRAAR,http://id.loc.gov/authorities/names/no94024987,,,,"Royal Irish Academy dictionary of medieval Latin from Celtic sources.",,,,,,"Ancillary publications",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029207,ItRAAR,,,,,"Kungl. Vitterhets historie och antikvitets akademien.",,,,,,"Historiskt arkiv",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029220,ItRAAR,,,,,"Pinacoteca vaticana.",,,,,,,,Kataloge,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029228,ItRAAR,http://id.loc.gov/authorities/names/n84728755,,,,"Asiatica Suecana",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029353,ItRAAR,http://id.loc.gov/authorities/names/n42020086,,,,"Publicación (Pan American Institute of Geography and History)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029709,ItRAAR,http://id.loc.gov/authorities/names/n86738557,,,,"Schriftenreihe des Universitätsarchivs",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10029915,ItRAAR,http://id.loc.gov/authorities/names/n42012621,,,,"Histoire et civilisation du livre",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10030009,ItRAAR,http://id.loc.gov/authorities/names/no99041216,,,,"Publicações do Instituto do Patrimônio Histórico e Artístico Nacional",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10030064,ItRAAR,,,,,"Publicación (Pan American Institute of Geography and History).",,,,,,"Instituto Panamericano de Geografía e Historia, Comisión de Historia",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10030089,ItRAAR,http://id.loc.gov/authorities/names/n42004519,,,,"Bibliotheca historica Romaniae.",,,,,,Monographies,,,,,,BAV-R2,UNIF_TITLE
10030249,DLC,http://id.loc.gov/authorities/names/n86702172,,,,"Documenti per servire alla storia di Sicilia.",,,,,"Serie I,",Diplomatica,,,,,,DLC;DLC;DLC;GU,UNIF_TITLE
10030258,ItRAAR,http://id.loc.gov/authorities/names/n93116975,,,,"Wiener Beiträge zur Kulturgeschichte und Linguistik",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10030320,ItRAAR,http://id.loc.gov/authorities/names/n83728480,,,,"Skrifter från Musikvetenskapliga institutionen, Göteborg",,,,,,,,,,,,BAV,UNIF_TITLE
10030464,ItRAAR,http://id.loc.gov/authorities/names/n42005482,,,,Bygdeserie,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10030512,ItRAAR,http://id.loc.gov/authorities/names/n42029482,,,,"Acta Universitatis Stockholmiensis.",,,,,,"Stockholm studies in history",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10031130,ItRAAR,,,,(Thucydides),"History of the Peloponnesian War",,,,,,,,,,,,DLC,UNIF_TITLE
10031244,ItRAAR,http://id.loc.gov/authorities/names/n86725760,,,,"Collana della Facoltà valdese di teologia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10031390,ItRAAR,http://id.loc.gov/authorities/names/n86013666,,,,"Black book of the Admiralty",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10031491,DLC,http://id.loc.gov/authorities/names/no98124377,,,,"Codex Alexandrinus (Biblical manuscript)",,,,,,,,,,,,ICU;eng;rda;ICU;UPB;DLC;MoSU;DLC,UNIF_TITLE
10031492,ItRAAR,http://id.loc.gov/authorities/names/n84724329,,,,"Publications de l'Université de Nancy II",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10032113,ItRAAR,http://id.loc.gov/authorities/names/n86701819,,,,"Acta Universitatis Gothoburgensis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10032301,ItRAAR,http://id.loc.gov/authorities/names/nr2002008163,,,,"Bibliothek deutscher Schriftsteller aus Böhmen",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10032370,ItRAAR,http://id.loc.gov/authorities/names/n83733542,,,,"Bibliothèque d'histoire du christianisme",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10032383,DLC,http://id.loc.gov/authorities/names/no2007045030,,,,"Strumenti (Università di Messina. Istituto di storia del diritto e delle istituzioni)",,,,,,,,,,,,MH-L;eng;MH-L,UNIF_TITLE
10032625,ItRAAR,http://id.loc.gov/authorities/names/n42020398,,,,"Publications (London Record Society)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10034046,DLC,http://id.loc.gov/authorities/names/n86717906,,,,"Quellen zur Schweizer Geschichte.",,,,,"IV. Abteilung,","Neue Folge.;Handbücher",,,,,,DLC;eng;rda;DLC;DLC;MoSU;DLC;UPB,UNIF_TITLE
10034126,DLC,http://id.loc.gov/authorities/names/nr98024648,,,,"Italia e i Paesi Bassi.",,,,,,Cataloghi,,,,,,DNGA;DNGA;DLC,UNIF_TITLE
10034833,ItRAAR,http://id.loc.gov/authorities/names/n84803300,,,,"Studien zur Geschichte der Universität Wien",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10034944,ItRAAR,,,,,"Dialogi contra Pelagianos",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10035018,ItRAAR,http://id.loc.gov/authorities/names/n92071264,,,,"Tübinger Studien zur Theologie und Philosophie",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10035316,ItRAAR,http://id.loc.gov/authorities/names/n83744294,,,,"Heidelberger orientalistische Studien",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10035462,ItRAAR,http://id.loc.gov/authorities/names/n84717372,,,,"Deutsche Geschichte (Göttingen, Germany)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10035684,DLC,http://id.loc.gov/authorities/names/n87104070,,,,"Biblioteca di ""Spicilegio moderno.""",,,,,,"Collana letteraria",,,,,,MH;eng;MH;OCoLC,UNIF_TITLE
10035721,ItRAAR,http://id.loc.gov/authorities/names/n84728702,,,,"Collana di filosofia antica",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10035824,ItRAAR,http://id.loc.gov/authorities/names/n87114516,,,,Stifterbibliothek,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10036010,ItRAAR,http://id.loc.gov/authorities/names/n84708627,,,,"Collection Michel Lévy",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10036133,ItRAAR,http://id.loc.gov/authorities/names/n84730427,,,,"Salzburg studies in English literature.",,,,,,"Elizabethan & Renaissance studies",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10036148,DLC,http://id.loc.gov/authorities/names/no97067990,,,,"Canon law studies",,,,,,,,,,,,ODaU;ODaU;DLC,UNIF_TITLE
10036194,ItRAAR,http://id.loc.gov/authorities/names/n84703761,,,,"Zeszyty naukowe uniwersytetu Jagielloskiego.",,,,,,"Prace z historii sztuki",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10036448,ItRAAR,,,,,"Storia e società (La Goliardica)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10036779,ItRAAR,http://id.loc.gov/authorities/names/n42017918,,,,"North Carolina studies in the Romance languages and literatures",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10036780,ItRAAR,http://id.loc.gov/authorities/names/n86732806,,,,"Studies in the Romance languages and literatures",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037048,ItRAAR,http://id.loc.gov/authorities/names/no99043481,,,,"Biblioteca cultural Carroggio",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037108,ItRAAR,http://id.loc.gov/authorities/names/n42004856,,,,"Biblioteca Torres Amat",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037139,ItRAAR,http://id.loc.gov/authorities/names/n42020178,,,,"Publicaciones de la Universidad de Deusto.",,,,,,Derecho,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037425,ItRAAR,,,,,Oresteia,,,,,,,,,,,,DLC;DLC,UNIF_TITLE
10037572,ItRAAR,,,,,"Scuola d'oggi (La Scuola)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037595,ItRAAR,http://id.loc.gov/authorities/names/n86844240,,,,"Bibliothek der alten Welt.",,,,,,"Reihe Antike und Christentum",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037660,ItRAAR,http://id.loc.gov/authorities/names/n79068347,,,,"Sir Gawain and the Green Knight",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037786,ItRAAR,http://id.loc.gov/authorities/names/n84733196,,,,"Collection Monumenta historiae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10037900,ItRAAR,http://id.loc.gov/authorities/names/n83715264,,,,"Collana Nuovi saggi teologici",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038047,ItRAAR,,,,,"Colección histórica del Estudio General de Navarra.",,,,,,"Serie Siglo XIX",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038114,ItRAAR,http://id.loc.gov/authorities/names/n84730360,,,,"Biblioteca scientifica.",,,,,"Serie II,",Fonti,,,,,,DLC;DLC,UNIF_TITLE
10038149,ItRAAR,http://id.loc.gov/authorities/names/no99041112,,,,"Bibliothèque des Guides bleus",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038200,ItRAAR,http://id.loc.gov/authorities/names/nr2001034492,,,,"Heidelberger Abhandlungen zur Philosophie und ihrer Geschichte",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038223,ItRAAR,http://id.loc.gov/authorities/names/n83700633,,,,"Münchner Universitätsschriften.",,,,,,"Institut für Geistesgeschichte des Humanismus",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038360,ItRAAR,http://id.loc.gov/authorities/names/n42026850,,,,"Yale historical publications.",,,,,,Miscellany,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038749,ItRAAR,http://id.loc.gov/authorities/names/n94099551,,,,"Università degli studi di Trieste, Dipartimento dell'educazione (Series)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038835,ItRAAR,,,,,"Quellen und Studien zur Geschichte und Kultur des Altertums und des Mittelalters.",,,,,"Reihe D,","Untersuchungen und Mitteilungen",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10038962,ItRAAR,http://id.loc.gov/authorities/names/n42003409,,,,"Collection de grammaires de l'Institut d'études slaves",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10039169,ItRAAR,http://id.loc.gov/authorities/names/no2013079002,,,(Aristotle),Politics,,,,,,,,,,,,DLC;DLC,UNIF_TITLE
10039489,ItRAAR,http://id.loc.gov/authorities/names/n42034833,,,,"Wiener geographische Schriften",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10039566,ItRAAR,http://id.loc.gov/authorities/names/n42026707,,,,"Wiener Themen",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10039686,ItRAAR,http://id.loc.gov/authorities/names/n42034998,,,,"Deutschen und ihre Nation",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10039699,ItRAAR,http://id.loc.gov/authorities/names/no97051040,,,,Mémoires.,,,,,,"Collection in-8o (Institut royal colonial belge. Section des sciences morales et politiques)",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10039759,ItRAAR,http://id.loc.gov/authorities/names/no90013271,,,,"Textes publiés par l'Institut d'études slaves",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10039765,DLC,http://id.loc.gov/authorities/names/n86744309,,,,"Archivio della Fondazione italiana per la storia amministrativa (Series).",,,,,,"Prima collana, Monografie, ricerche ausiliare, opere strumentali",,,,,,DLC;eng;DLC;DLC;OCoLC,UNIF_TITLE
10039786,ItRAAR,http://id.loc.gov/authorities/names/no95052489,,,,"Biblioteca legislativa",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10040562,ItRAAR,,,,,"Aspects of Greek and Roman life (Cornell University Press)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10040671,ItRAAR,http://id.loc.gov/authorities/names/n91068994,,,,"Universitas quaderni",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10041289,ItRAAR,http://id.loc.gov/authorities/names/n42034402,,,,"Auteurs latins du Moyen Age",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10041508,ItRAAR,http://id.loc.gov/authorities/names/n84743997,,,,"Linzer archäologische Forschungen.",,,,,,Sonderheft,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10041828,ItRAAR,http://id.loc.gov/authorities/names/n94064793,,,,"Beck's historische Bibliothek",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10042009,ItRAAR,http://id.loc.gov/authorities/names/n93062818,,,,"Publikationen aus der Wiener Stadt- und Landesbibliothek",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10043019,ItRAAR,,,,,"Le arti",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10043456,ItRAAR,,,,,"Claris et Laris",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10043473,ItRAAR,,,,,"Theodorae canonicae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10043609,ItRAAR,,,,"(Gregorius Nazianzenus, s., patriarca di Costantinopoli, c. 330-390)","Ad virginem",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10043762,ItRAAR,http://id.loc.gov/authorities/names/n84018636,,,,Bible.,,,,,,"Samuel, 1st",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10043763,ItRAAR,,,,,"Pubblicazioni della Università cattolica del Sacro Cuore.",,,,,"Serie 4,","Scienze filologiche",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10044221,ItRAAR,,,,,Garnier-Flammarion.,,,,,,"Texte intégral",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10044335,DLC,http://id.loc.gov/authorities/names/n42011272,,,,"Quaderni della Fondazione nazionale ""Carlo Collodi""",,,,,,,,,,,,DLC;eng;DLC;OCoLC,UNIF_TITLE
10044913,ItRAAR,http://id.loc.gov/authorities/names/n42004701,,,,"Biblioteca della Rivista giuridica della scuola",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10045411,ItRAAR,,,,"(Terentius Afer, Publius, c. 195-159 a.C.)",Adelphi,,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10046369,ItRAAR,,,,"(Basilius Magnus, s., vesc. di Cesarea, c. 330-379. Opere spurie e dubbie)","Admonitio ad filium spiritualem",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10046508,ItRAAR,http://id.loc.gov/authorities/names/n90652993,,,,"Codex Bezae",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10046731,ItRAAR,,,,,"Quaderni dell'Istituto Italiano di cultura in Dublino",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10046743,ItRAAR,,,,,"Acta Maximiliani",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10047270,ItRAAR,http://id.loc.gov/authorities/names/n88524064,,,,"Cataloghi di mostre (Centro Di)",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
10048067,ItRAAR,http://id.loc.gov/authorities/names/no99020899,,,,"Bibliothèque d'études catholiques et sociales",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10048152,ItRAAR,,,,,"Epistula ad Ianuarium",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10048417,ItRAAR,,,,,"Saggi classici e contemporanei",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10048468,ItRAAR,http://id.loc.gov/authorities/names/n42010507,,,,"Einblattdrucke des fünfzehnten Jahrhunderts",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10048648,ItRAAR,http://id.loc.gov/authorities/names/n84706463,,,,"Tübinger Universitätsreden",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10049087,ItRAAR,,,,,"Documents et inventaires (Archives du Dpt. de l'Yonne)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10049473,ItRAAR,http://id.loc.gov/authorities/names/n84706866,,,,"Kungl. Vitterhets historie och antikvitets akademiens handlingar.",,,,,,"Historiska serien",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10049578,ItRAAR,http://id.loc.gov/authorities/names/n42023606,,,,"Studia archaeologica (Universidad de Santiago de Compostela. Departamento de Prehistoria y Arqueología)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10049973,ItRAAR,http://id.loc.gov/authorities/names/no97045047,,,,"Ausgrabungen der Deutschen Orient-Gesellschaft in Assur.",,,,,"E,",Inschriften,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050309,DLC,http://id.loc.gov/authorities/names/no2010167188,,,,"Chronica Poloniae Maioris.",,,,Polish,,,,,,,,NNC;eng;NNC,UNIF_TITLE
10050316,ItRAAR,http://id.loc.gov/authorities/names/n85242691,,,,"Chronica regia coloniensis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050335,ItRAAR,,,,,"Chronicon Venetum quod vulgo dicitur Altinate",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050346,ItRAAR,,,,,"Chronicon Beccense",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050354,ItRAAR,,,,,"Chronicon ducum Neapolitanum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050366,ItRAAR,http://id.loc.gov/authorities/names/no2002031211,,,,"Chronicon Laurissense breve",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050373,ItRAAR,http://id.loc.gov/authorities/names/no96064785,,,,"Chronicon Novaliciense",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050396,ItRAAR,,,,,"Chronicon Petroburgense",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050405,ItRAAR,http://id.loc.gov/authorities/names/n2005085103,,,,"Chronicon Salernitanum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050413,ItRAAR,,,,,"Chronicon Sampetrinum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050435,ItRAAR,,,,,"Chronicon Suevicum universale",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050458,ItRAAR,,,,,"Chronique de Flandre",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050478,ItRAAR,,,,,"Chronique du Mont-Saint-Michel",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050485,ItRAAR,http://id.loc.gov/authorities/names/n87832889,,,,"Chronique dite de Baudouin d'Avesnes",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050501,ItRAAR,,,,,"Chronographia regum Francorum",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10050536,DLC,http://id.loc.gov/authorities/names/no2012084860,,,,"Fonti archeologiche per la protostoria italiana",,,,,,,,,,,,MH;eng;MH,UNIF_TITLE
10050885,ItRAAR,http://id.loc.gov/authorities/names/n42011393,,,,"Fauna d'Italia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10051157,ItRAAR,,,,"(Augustinus, s., vesc. d'Ippona, 354-430. Opere spurie e dubbie)","Hypomnesticon contra Pelagianos et Caelestianos",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10051180,ItRAAR,http://id.loc.gov/authorities/names/n42031988,,,,"Colección Manoa",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10052790,ItRAAR,http://id.loc.gov/authorities/names/no2014169484,,,,"Handbücher der Königlichen Museen zu Berlin",,,,,,,,,,,,DLC,UNIF_TITLE
10054035,ItRAAR,,,,"(Euripides, 480-407 a.C.)","Iphigenia in Aulide",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10054100,ItRAAR,http://id.loc.gov/authorities/names/nr99026955,,,,"Annali della Facoltà di Lettere e Filosofia dell'Università di Palermo.",,,,,,"Studi e ricerche",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10054241,ItRAAR,http://id.loc.gov/authorities/names/n84806437,,,,"Biblioteca della doppia lettera",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055028,ItRAAR,http://id.loc.gov/authorities/names/no94019778,,,,"Sources of medieval history",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055339,ItRAAR,http://id.loc.gov/authorities/names/n83706448,,,,"Acta Universitatis Upsaliensis.",,,,,,"Studia oeconomica Upsaliensia",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055706,ItRAAR,http://id.loc.gov/authorities/names/n86748884,,,,"Collana Saggi di teologia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055771,DLC,http://id.loc.gov/authorities/names/nr95029388,,,,"Bibliothèque de théologie.",,,,,"Série I,","Théologie dogmatique",,,,,,UPB;UPB,UNIF_TITLE
10055800,ItRAAR,http://id.loc.gov/authorities/names/n42001112,,,,"Acta Universitatis Stockholmiensis.",,,,,,"Romanica Stockholmiensia",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055822,ItRAAR,http://id.loc.gov/authorities/names/n42024076,,,,"Stuttgarter Bibelstudien",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055838,ItRAAR,http://id.loc.gov/authorities/names/n86701352,,,,"Thesaurus ecclesiarum Italiae.",,,,,"VI,",Liguria,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055891,ItRAAR,,,,,"Figura (Almqvist & Wiksell)",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10055933,ItRAAR,http://id.loc.gov/authorities/names/n84728884,,,,"Thesaurus ecclesiarum Italiae.",,,,,"XII,",Campania,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10056050,ItRAAR,http://id.loc.gov/authorities/names/n42024213,,,,"Suhrkamp Taschenbuch",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10056629,ItRAAR,http://id.loc.gov/authorities/names/n98013443,,,,"Biblioteca slava",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10056770,ItRAAR,http://id.loc.gov/authorities/names/n84733158,,,,"Piccola collana moderna.",,,,,,"Serie teologica",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10056815,ItRAAR,http://id.loc.gov/authorities/names/no2004060359,,,,"Collana di studi e testi di letteratura",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10057025,ItRAAR,http://id.loc.gov/authorities/names/n42028688,,,,"Documenti e ricerche del Museo nazionale delle arti e tradizioni popolari.",,,,,,Ricerche,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10057209,DLC,http://id.loc.gov/authorities/names/n2001062054,,,,"Bibliothèque méridionale.",,,,,"2. sér",,,,,,,DLC;eng;DLC;DLC;UkCU,UNIF_TITLE
10057482,ItRAAR,http://id.loc.gov/authorities/names/no97012876,,,,"Piccola biblioteca di filosofia e pedagogia",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10057485,ItRAAR,http://id.loc.gov/authorities/names/n93049858,,,,"Todd lecture series",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10057540,ItRAAR,http://id.loc.gov/authorities/names/n86742787,,,,"Bibliotheca Buddhica",,,,,,,,,,,,DLC,UNIF_TITLE
10057821,ItRAAR,http://id.loc.gov/authorities/names/n84743757,,,,"Mondo medievale.",,,,,,"Sezione di storia bizantina e slava",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10057904,DLC,http://id.loc.gov/authorities/names/n86706676,,,,"Mitteilungen des Deutschen Archaeologischen Instituts, Roemische Abteilung.",,,,,,Ergänzungsheft,,,,,,NjP;DLC;DLC;NcU,UNIF_TITLE
10058147,ItRAAR,http://id.loc.gov/authorities/names/n91019063,,,,"Acta Universitatis Upsaliensis.",,,,,,"Studia Iranica Upsaliensia",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10058282,ItRAAR,,,,,"Pamâtniki istorieskoj mysli",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10058418,ItRAAR,http://id.loc.gov/authorities/names/n2002063034,,,,"Regensburger Neues Testament",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10058503,DLC,http://id.loc.gov/authorities/names/no97013210,,,,"Ricerche dell'Istituto di Storia Antica dell'Università Cattolica.",,,,,,Commenti,,,,,,CoU;CoU,UNIF_TITLE
10058578,ItRAAR,http://id.loc.gov/authorities/names/n42017752,,,,"Orbis biblicus et orientalis",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10058768,ItRAAR,http://id.loc.gov/authorities/names/n42003040,,,,"Bibliothèque de l'Université Saint-Esprit",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10058881,ItRAAR,http://id.loc.gov/authorities/names/n83700666,,,,"Münchener Universitätsschriften.",,,,,,"Katholisch-Theologische Fakultät",,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10059089,ItRAAR,http://id.loc.gov/authorities/names/n86723474,,,,Bibliotecario.,,,,,,Manuali,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10059280,ItRAAR,http://id.loc.gov/authorities/names/no2002073892,,,,"Biblioteca breve de bolsillo",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10059408,ItRAAR,http://id.loc.gov/authorities/names/n83733949,,,,"Biblioteca teologica napoletana",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
10059818,ItRAAR,http://id.loc.gov/authorities/names/n42031863,,,,"Bibliotheca theologica Hispana",,,,,,,,,,,,ItRAAR;ItRAAR,UNIF_TITLE
