"/subjects/4395","Fucino, Lago del"
"/subjects/6652","Bridges -- Construction"
"/subjects/3775","Theatres (Roman architecture)"
"/subjects/7267","Pietrabbondante (Italy)"
"/subjects/1982","Archaeological sites -- Italy"
"/subjects/7268","Sannio (Italy) "
"/subjects/3016","Opus reticulatum"
"/subjects/6420","Walls, Roman"
"/subjects/7269","Grumento Nova (Italy)"
"/subjects/3726","Basilicata (Italy) -- Potenza"
"/subjects/2036","General view"
